title,abstract,structured_text,Accuracy,Completeness
Driver Drowsiness Detection System using Deep Learning based on Visual Facial Features,"Driver's drowsiness is one of the leading causes of road accidents in the UAE and around the globe. Many lives are daily lost because of drowsy driving making an automatic driver drowsiness detection system an urgent necessity for our modern society. Over the past few years, many such systems have been investigated in academic and industry research but none are yet widely used in our day to day life due to high cost, or limited effectiveness. In this paper, we present the first steps of a real-time, non-intrusive, smart drowsiness detection system that works in different real-world scenarios and lighting conditions. Our system utilizes computer vision techniques to detect the driver's face in an infrared video, then a deep neural network predicts whether the driver is drowsy or not based only on their face. Our initial experiments report a promising 94.39% prediction accuracy which outperforms many previously published work especially in night time conditions or scenarios where the driver is wearing sunglasses.","{'operator type': ['driver'], 'data acquisition methods': ['facial features', 'infrared video']}",6,6
Real-time and Robust Driver Yawning Detection with Deep Neural Networks,"Yawning is an important indicator of drivers' drowsiness or fatigue. Techniques for automatic detection of driver's yawning have been developed for use as a component of driver fatigue monitoring system. However, detecting driver's yawning event accurately in real-time is still a challenging task, in particular in applications such as driver fatigue detection, illumination conditions vary in a broad range, driver facial features vary in size, shape, texture and degrees of distortion. In this paper, we present a deep neural network model built using transfer learning and sequential learning from yawning video clips as well as augmented images for yawning detection. As a result, unlike many other methods that follow a sequence of processes such as face ROI detection, eye/nose/mouth positioning and mouth open/dose determination, the proposed yawning detection system detect yawning events directly from video images without requiring any facial part positions. The system is robust to variations in object scales, positions and subject view angles. The system has been evaluated on publicly available yawning data sets, YawDD and NTHU-DDD, as well as a data set containing challenging yawning videos. The experimental results show that the proposed yawning detection system has the capability of detecting yawning events in high precision even when face turns away from camera up to 70 degrees, while exhibiting capability of being scale- and spatial-invariant. In addition, the model demonstrates the capability of discriminating yawning events very well from the actions involving mouth opening-closing motions such as talking and laughing.","{'operator type': ['driver'], 'data acquisition methods': ['video-based']}",9,6
Sleep Detection and Alert System for Automobiles,"Driver sleep detection is a car safety technology which helps to prevent accidents when the driver gets drowsy. Various studies have suggested that around 20% of road accidents are fatigue related. A sleep alarm is used in a vehicle for detecting the condition indicative of the onset of sleepiness of a driver and for alerting the driver. An eye blink sensor is used to keep track of the driver's eyelid motion. If the predefined safety conditions are not met, then the driver is alerted by producing an alarming sound from the inbuilt car speakers primarily. Secondly, a vibrating device is incorporated within the driver's seat which activates when the conditions are not satisfied. Taking into account of the worst case scenario, that is, if the driver does not respond to any of these alarms then, using the proximity sensors, the obstacles around the vehicle is detected, and the brakes are automatically applied gradually.","{'operator type': ['driver'], 'data acquisition methods': ['eye blink sensor', 'proximity sensors']}",9,7
Prior knowledge-guided multi-information graph convolutional network for driver drowsiness detection,"Recently, driver drowsiness detection has received significant research attention, primarily due to the escalating number of road accidents caused by drowsiness driving. To tackle this issue, computer vision has been employed to detect drowsy states by analyzing drivers' facial expressions. However, existing methods based on computer vision often rely on one or two facial regions (i.e., eyes, and mouth) to detect drowsiness. This approach leads to a failure to account for the driver individual differences. Moreover, although facial regions are highly structured, existing methods employ non-structural architectures to model the drowsiness feature space, lacking guidance from prior knowledge and resulting in the loss of high-level detail features. To this end, we propose a prior knowledge-guided multi-information graph convolutional network (MIGCN) to address these issues for driver drowsiness detection. Compared to driver drowsiness detection methods based on CNN models, the structural MIGCN can effectively learn spatial facial features, enhancing feature representation. Additionally, the core of the proposed MIGCN consists of three modules: the multi-source features extraction module (MSFE), the multi-information representation module (MIRM), and the multi-information GCN and fusion module (MIGCN-F). The MSFE extracts multi-source features from five prior knowledge and entire facial regions to enhance the drowsiness feature space. These prior knowledge provide detailed information, and the entire facial region offers global high-level information. The MIRM injects class, attention, and temporal information into the multi-source features and also provides mean features from the same class, resulting in enriched multi-information features. Together, the MSFE and MIRM address the issue of drivers individual differences. Additionally, we design a task-driven novel MIGCN-F module, whose nodes are composed of multi-information features. This design not only preserves the multi-information of each node but also models the spatial relationships among multi-information features, thereby extracting more discriminative features. Experimental results on the DROZY and UTA-RLDD datasets show that MIGCN achieves accuracy of 94.78% and 97.52%, respectively, outperforming state-of-the-art methods by 1.68% and 2.84%, thus demonstrating its effectiveness.","{'operator type': ['driver'], 'data acquisition methods': ['facial expressions', 'eye-related']}",7,6
Innovative Saliency based Deep Driving Scene Understanding System for Automatic Safety Assessment in Next-Generation Cars,"Visual saliency is the human attention mechanism that encodes such visio-sensing information to extract features from the observation scene. In the last few years, visual saliency estimation has received significant research interests in the automotive field. While driving the vehicle, the car driver focuses on specific objects rather than others by deterministic braindriven saliency mechanisms inherent perceptual activity. In this study, we propose an intelligent system that combines a driver's drowsiness detector with a saliency-based scene understanding pipeline. Specifically, we implemented ad-hoc 3D pre-trained Semantic Segmentation Deep Network to process the frames captured by automotive-grade camera device placed outside the car. We used an embedded platform based on the STA1295 core (ARM A7 Dual-Cores) with a hardware accelerator for hosting the proposed pipeline. Besides, we monitor the car driver's drowsiness by using an innovative bio-sensor installed on the steering wheel, to collect the PhotoPlethysmoGraphy (PPG) signal. Ad-hoc 1D Temporal Deep Convolutional Network has been designed to classify the collected PPG time-series in order to assess the driver's attention level. Finally, we compare the detected car driver's attention level with corresponding saliencybased scene classification in order to assess the overall safety level. Experimental results confirm the effectiveness of the proposed pipeline.","{'operator type': ['driver'], 'data acquisition methods': ['ppg']}",4,4
Driver State Estimation Based on Dynamic Bayesian Networks Considering Different Age and Gender Groups,"This paper aims to develop a driver-state estimation algorithm based on multi-modal information for various age and gender groups. A test bed was built under a simulated driving environment, and a total of 56 volunteers participated in a series of experiments that included involved states of drowsiness, distraction, and high workload. The algorithm to estimate the driver state was developed using a dynamic Bayesian network. The performance of the developed algorithm was verified and supplemented through vehicle, physiological, and image data obtained from the experiments. The algorithm showed a goodness of fit of 77.8% for correct detection rates greater than 0.7 and false alarm rates less than 0.3. The goodness of fit increased to 85.7% under the condition where the area of the receiver operating characteristic curve was more than 0.7.","{'operator type': ['driver'], 'data acquisition methods': ['physiological', 'behavioral', 'equipment-based']}",6,5
Driver Model for Take-Over-Request in Autonomous Vehicles,"This work presents a driver model for Take-Over-Request (TOR) in autonomous vehicles (AVs) that considers the driver's mental state and response time during the transition from automatic to manual driving modes. The Fallback Ready User (FRU) is introduced as a key component that defines the minimum attention required from the driver to respond to TORs and system failures. Highly adaptive FRU models are essential for ensuring the safety of AVs. By using non-intrusive methods, such as facial expression tracking, to capture the driver's mental state and improve AV safety we study shared control between the vehicle and driver during TOR. The paper presents two application scenarios for TOR analysis in ADAVEC system: detecting when the driver is ready for TOR and reacting to unpredictable situations, such as driver sickness or drowsiness. The proposed driver model considers user personalization based on high-level features, long-term changes, and real-time evidence.","{'operator type': ['driver'], 'data acquisition methods': ['facial expression tracking']}",9,7
Selective Transfer Learning for EEG-Based Drowsiness Detection,"On the pathway from laboratory settings to real world environment, a major challenge on the development of a robust electroencephalogram (EEG)-based brain-computer interface (BCI) is to collect a significant amount of informative training data from each individual, which is labor intensive and time-consuming and thereby significantly hinders the applications of BCIs in real-world settings. A possible remedy for this problem is to leverage existing data from other subjects. However, substantial inter-subject variability of human EEG data could deteriorate more than improve the BCI performance. This study proposes a new transfer learning (TL)-based method that exploits a subject's pilot data to select auxiliary data from other subjects to enhance the performance of an EEG-based BCI for drowsiness detection. This method is based on our previous findings that the EEG correlates of drowsiness were stable within individuals across sessions and an individual's pilot data could be used as calibration/training data to build a robust drowsiness detector. Empirical results of this study suggested that the feasibility of leveraging existing BCI models built by other subjects' data and a relatively small amount of subject-specific pilot data to develop a BCI that can outperform the BCI based solely on the pilot data of the subject.","{'operator type': ['none'], 'data acquisition methods': ['eeg']}",9,6
Driver Emotion and Fatigue State Detection Based on Time Series Fusion,"Studies have shown that driver fatigue or unpleasant emotions significantly increase driving risks. Detecting driver emotions and fatigue states and providing timely warnings can effectively minimize the incidence of traffic accidents. However, existing models rarely combine driver emotion and fatigue detection, and there is space to improve the accuracy of recognition. In this paper, we propose a non-invasive and efficient detection method for driver fatigue and emotional state, which is the first time to combine them in the detection of driver state. Firstly, the captured video image sequences are preprocessed, and Dlib (image open source processing library) is used to locate face regions and mark key points; secondly, facial features are extracted, and fatigue indicators, such as driver eye closure time (PERCLOS) and yawn frequency are calculated using the dual-threshold method and fused by mathematical methods; thirdly, an improved lightweight RM-Xception convolutional neural network is introduced to identify the driver's emotional state; finally, the two indicators are fused based on time series to obtain a comprehensive score for evaluating the driver's state. The results show that the fatigue detection algorithm proposed in this paper has high accuracy, and the accuracy of the emotion recognition network reaches an accuracy rate of 73.32% on the Fer2013 dataset. The composite score calculated based on time series fusion can comprehensively and accurately reflect the driver state in different environments and make a contribution to future research in the field of assisted safe driving.","{'operator type': ['driver'], 'data acquisition methods': ['facial features', 'perclos', 'yawn frequency']}",6,5
Comparison of different classifiers to detect symptoms of drowsiness before the vehicle is in motion using a heartbeat pulse bracelet,"The drowsiness causes an average of 328,000 crashes per year. Many technologies had been created to avoid this kind of accidents. However, the number of fatalities which involves drowsy drivers still present due to the complexity and ambiguity of this common symptom. Computer vision and some Artificial Intelligence algorithms were implemented to solve the problem while the vehicle is in motion. Many of those have not been implemented in commercial vehicles because the drowsy driver detection with real conditions is not 100% reliable. Adding to this, some other systems review the heart rate variability (HRV) while the person is driving and detects if the driver is falling asleep. However, if the person doesn't use the sensor during driving, this method is not useful. This paper presents a different approach on how drowsy driver problem can be solved before a person starts driving. A heartbeat pulse had been used to measure and calculate the number of hours that a person sleeps per day, the hour of the day and quality of sleep. Then, data were analyzed using different classifiers to decide if the driver is a potential candidate to fall sleep on the road. As a result, a comparison between different classifiers showed that, for solving this particular problem, the best method is the Support Vector Machine classifier with an average of 91.23% of accuracy.","{'operator type': ['driver'], 'data acquisition methods': ['heart rate variability (hrv)']}",7,6
Real-Time Nonintrusive Monitoring and Detection of Eye Blinking in view of Accident Prevention due to Drowsiness,"Driver fatigue is the major cause of accidents in the world. Detecting the drowsiness of the driver is the surest ways of measuring the driver fatigue. The purpose of this paper is to develop a drowsiness detection system. This system works by analyzing the eye movement of the driver and alerting the driver by activating the buzzer when he/she is drowsy. The system so implemented is a nonintrusive real-time monitoring system for eye detection. During monitoring, the system is able to decide whether the eyes were opened or closed. When the eyes were detected closed for too long, a signal was issued to warn the driver. In addition, the system also have an option for making vibration when drowsiness was detected. The aim is on improving the safety of the driver without being obtrusive. Visual cues were obtained through eye blink rate by using a camera, which typically characterize the level of alertness of a person. These were extracted in real-time and systematically joined to check the fatigue level of the driver. The system can monitor the driver's eyes to detect short periods of sleep lasting 3 to 4 seconds. The system implemented in this approach runs at 8-15 frames per second. The application was implemented using Open CV in Raspberry Pi environment with a single camera view. This system was used to detect the drowsiness of the driver and thereby reducing the road accidents.","{'operator type': ['driver'], 'data acquisition methods': ['eye blink rate', 'camera', 'eye movement']}",8,7
Driver fatigue detection by fusing multiple cues,"A video-based driver fatigue detection system is presented. The system automatically locates the face in the first frame, and then tracks the eyes in subsequent frames. Four cues which characterises fatigue are used to determine the fatigue level. We used Support Vector Machines to estimate the percentage eye closure, which is the strongest cue. Improved results were achieved by using Support Vector Machines in comparison to Naive Bayes classifier. The performance was further improved by fusing all four cues using fuzzy rules.","{'operator type': ['driver'], 'data acquisition methods': ['eye tracking']}",9,8
A Novel Approach of Eye Detection Based on Haar-like Feature and SVM,"Recognizing the importance of eye detection technology in face detection and recognition, facial expression recognition, driver fatigue detection, and so on, the current paper presents a novel approach to eye detection in images based on AdaBoost and the Support Vector Machine (SVM). The proposed method can accurately detect eyes with different postures, facial expressions, skin colors, and glasses in a simple background image. First, a Haar-like feature AdaBoost classifier based on the developed training samples is used to detect eyes in images. An SVM post classifier trained by coordinates of the true and pseudo eye rectangles is then used to optimize the results. Experimental results show that the proposed method is fast, robust, and has high generalization capability.","{'operator type': ['driver'], 'data acquisition methods': ['eye tracking']}",6,4
Driver state monitor from DELPHI,"We present an automotive-grade, real-time, vision-based Driver State Monitor. Upon detecting and tracking the driver's facial features, the system analyzes eye-closures and head pose to infer his/her fatigue or distraction. This information is used to warn the driver and to modulate the actions of other safety systems. The purpose of this monitor is to increase road safety by preventing drivers from falling asleep or from being overly distracted, and to improve the effectiveness of other safety systems.","{'operator type': ['driver'], 'data acquisition methods': ['eye tracking', 'head movement']}",9,8
A simple approach to implementing a system for monitoring driver inattention,"Over the past few years there has been an increased interest in developing systems to help drivers drive safely. Although driver fatigue is an important factor in a large number of traffic accidents, a certain percentage of accidents can be due to the inattention factor. In this paper, a low-cost driver inattention monitoring system is proposed. This system can not only detect driver fatigue but also detect whether the driver is looking at other directions for an extended period of time. The system alerts the driver when one of the above two driving conditions happens.","{'operator type': ['driver'], 'data acquisition methods': ['none']}",5,5
"Complexity of the instantaneous frequency variation in auditory steady-state response: A high sensitivity, high anti-interference index of mental fatigue","The quantification of mental fatigue (MF) in aviation remains a long-lasting problem which has a bearing on flight safety. In this study, we have developed a complexity -based MF index based on multiscale entropy (MSE) analysis of instantaneous frequency variation (IFV) in auditory steady-state response (ASSR). Subjects were asked to undertake a flight simulation task, before and after which, electroencephalograms (EEGs) were recorded with no auditory stimulus, and with Don chirp sound to elicit ASSR. In the anti -interference tests, our proposed MF index showed higher performance in terms of anti -interference from electrooculogram (EOG) and environment. In the flight simulation task, fatigue evaluations based on ASSR have achieved a better fatigue detection effect comparing with the conventional methods: 95% in the fatigue detection rate and - 13.885% in the MF index. In conclusion, the proposed MF index has high sensitivity and high anti -interference capacities, therefore has potential applications in a variety of fields that require robust monitoring of MF outside a shielded chamber.","{'operator type': ['pilot'], 'data acquisition methods': ['eeg', 'eog', 'assr']}",8,7
Real Time Driver Fatigue Detection Based on SVM Algorithm,"Among the causes of the traffic accidents driver drowsiness comes at one of the first places. According to the literature some work has been done in driver fatigue detection. This paper proposes a Real Time Driver Fatigue Detection Based on Support Vector Machine (SVM) Algorithm. Fatigue detection mainly focuses on drivers' face expressions and behaviors. OpenCV and Dlib libraries were utilized to detect the expressions of drivers' faces. The proposed system has five stages: PERCLOS, count of yawn, internal zone of the mouth opening, count of eye blinking and head detection to extract attributes from real time video. Subsequently, facial expressions were trained with SVM. In this study an SVM-based driver fatigue detection is recommended and the tests showed that the accuracy rate of fatigue detection is up to 97.93%.","{'operator type': ['driver'], 'data acquisition methods': ['perclos', 'count of yawn', 'internal zone of the mouth opening', 'count of eye blinking', 'head detection']}",9,8
Local Sparse Represenation for Driver Drowsiness Expression Recognition,"This paper proposes a novel local sparse representation for driver drowsiness expression recognition. A discriminative local structured dictionary is learned from the non-overlapping sub-blocks of four kinds of facial Gabor images. Then, a novel local descriptor is presented by using sparse coefficients obtained by the learned dictionary to represent the entire human facial expression, and a simple linear SVM is used for final recognition. We demonstrate the performance of this proposed local sparse representation method on our driver drowsiness datasets.","{'operator type': ['driver'], 'data acquisition methods': ['facial expressions', 'gabor images']}",6,5
Vehicle Driver Monitoring through the Statistical Process Control,"This paper proposes the use of the Statistical Process Control (SPC), more specifically, the Exponentially Weighted Moving Average method, for the monitoring of drivers using approaches based on the vehicle and the driver's behavior. Based on the SPC, we propose a method for the lane departure detection; a method for detecting sudden driver movements; and a method combined with computer vision to detect driver fatigue. All methods consider information from sensors scattered by the vehicle. The results showed the efficiency of the methods in the identification and detection of unwanted driver actions, such as sudden movements, lane departure, and driver fatigue. Lane departure detection obtained results of up to 76.92% (without constant speed) and 84.16% (speed maintained at approximate to 60). Furthermore, sudden movements detection obtained results of up to 91.66% (steering wheel) and 94.44% (brake). The driver fatigue has been detected in up to 94.46% situations.","{'operator type': ['driver'], 'data acquisition methods': ['equipment-based', 'behavioral']}",7,6
A Robust Method for Drowsiness Detection using Distance and Gradient Vectors,"This paper presents a drowsiness detection method for drivers. The drowsiness is detected by monitoring the eye state (open or close). Firstly, the detection of human face and eye regions is performed using the Haar cascade method. We then locate a dark circular object (i.e. the pupil) using two vectors within the eye regions: one is distance vectors and the other gradient vectors. The cross-correlation between these two vectors should be maximized at the center of the dark circle. Experimental results show that the proposed method works well in bright, dim, and dark situations. For the dark situation, we use infrared LEDs to make a face visible. The computation speed of the proposed method is fast enough to perform at video rate.","{'operator type': ['driver'], 'data acquisition methods': ['eye state monitoring', 'haar cascade', 'distance vectors', 'gradient vectors', 'infrared leds']}",6,5
A CNN identified by reinforcement learning-based optimization framework for EEG-based state evaluation,"Objective. Electroencephalogram (EEG) data, as a kind of complex time-series, is one of the most widely-used information measurements for evaluating human psychophysiological states. Recently, numerous works applied deep learning techniques, especially the convolutional neural network (CNN), into EEG-based research. The design of the hyper-parameters of the CNN model has a great influence on the performance of the model. Therefore, automatically designing these hyper-parameters can save the time and labor of experts. This leads to the appearance of the neural architecture search technique. In this paper, we propose a reinforcement learning (RL)-based step-by-step framework to efficiently search for CNN models. Approach. Specifically, the deep Q network in RL is first used to determine the depth of convolutional layers and the connection modes among layers. Then particle swarm optimization algorithm is used to fine-tune the number and size of convolution kernels. Through this step-by-step strategy, the search space can be narrowed in each step for saving the overall time cost. This framework is employed for both EEG-based sleep stage classification and driver drowsiness evaluation tasks. Main results. The results show that compared with state-of-the-art methods, the high-performance CNN models identified by the proposed optimization framework, can achieve high overall accuracy and better root mean squared error in the two tasks. Significance. Therefore, the proposed optimization framework has a great potential to provide high-performance results for other kinds of classification and prediction tasks. In this way, it can greatly save researchers' time cost and promote broader applications of CNNs.","{'operator type': ['driver'], 'data acquisition methods': ['eeg']}",9,6
Demo:Vision Based Smart in-Car Camera System for Driver Yawning Detection,"In this demo we will present a vision-based smart environment using in-car cameras that can be used for real time tracking and monitoring of a driver in order to detect the driver's drowsiness based on yawning detection. As driver fatigue and drowsiness is a major cause behind a large number of road accidents, the assistive systems that monitor a driver's level of drowsiness and alert the driver in case of vigilance can play an important role in the prevention of such accidents. Our system is built on the top of an embedded platform, called APEX (TM) from CogniVue Corp., that is easy and practical for installation inside a car. Moreover, we have aimed at optimizing the system in a way that it meets the real time requirements of the monitoring task while relying on the limited processing power of the embedded platform.","{'operator type': ['driver'], 'data acquisition methods': ['vision-based']}",7,6
Inter-subject transfer learning for EEG-based mental fatigue recognition,"Mental fatigue is one of the major factors leading to human errors. To avoid failures caused by mental fatigue, researchers are working on ways to detect/monitor fatigue using different types of signals. Electroencephalography (EEG) signal is one of the most popular methods to recognize mental fatigue since it directly measures the neurophysiological activities in the brain. Current EEG-based fatigue recognition algorithms are usually subject-specific, which means a classifier needs to be trained per subject. However, as fatigue may need a relatively long period to induce, collecting training data from each new user could be time-consuming and troublesome. Calibration-free methods are desired but also challenging since significant variability of physiological signals exists among different subjects. In this paper, we proposed algorithms using inter-subject transfer learning for EEG-based mental fatigue recognition, which did not need a calibration. To explore the influence of the number of EEG channels on the algorithms' accuracy, we also compared the cases of using one channel only and multiple channels. Random forest was applied to choose the channel that has the most distinguishable features. A public EEG fatigue dataset recorded during driving was used to validate the algorithms. EEG data from 11 subjects were selected from the dataset and leave-one-subject-out cross-validation was employed. The channel from the occipital lobe is selected when only one channel is desired. The proposed transfer learning-based algorithms using Maximum Independence Domain Adaptation (MIDA) achieved an accuracy of 73.01% with all thirty channels, and using Transfer Component Analysis (TCA) achieved 68.00% with the one selected channel.","{'operator type': ['driver'], 'data acquisition methods': ['eeg']}",7,6
EDDD: Event-Based Drowsiness Driving Detection Through Facial Motion Analysis With Neuromorphic Vision Sensor,"Drowsiness driving is a principal factor of many fatal traffic accidents. This paper presents the first event-based drowsiness driving detection (EDDD) system by using the recently developed neuromorphic vision sensor. Compared with traditional frame-based cameras, neuromorphic vision sensors, such as Dynamic Vision Sensors (DVS), have a high dynamic range and do not acquire full images at a fixed frame rate but rather have independent pixels that output intensity changes (called events) asynchronously at the time they occur. Since events are generated by moving edges in the scene, DVS is considered as an efficient and effective detector for the drowsiness driving-related motions. Based on this unique output, this work first proposes a highly efficient method to recognize and localize the driver's eyes and mouth motions from event streams. We further design and extract event-based drowsiness-related features directly from the event streams caused by eyes and mouths motions, then the EDDD model is established based on these features. Additionally, we provide the EDDD dataset, the first public dataset dedicated to event-based drowsiness driving detection. The EDDD dataset has 260 recordings in daytime and evening with several challenging scenes such as subjects wearing glasses/sunglasses. Experiments are conducted based on this dataset and demonstrate the high efficiency and accuracy of our method under different illumination conditions. As the first investigation of the usage of DVS in drowsiness driving detection applications, we hope that this work will inspire more event-based drowsiness driving detection research.","{'operator type': ['driver'], 'data acquisition methods': ['facial motion analysis']}",8,6
An EEG Channel Selection Framework for Driver Drowsiness Detection via Interpretability Guidance,"Drowsy driving has a crucial influence on driving safety, creating an urgent demand for driver drowsiness detection. Electroencephalogram (EEG) signal can accurately reflect the mental fatigue state and thus has been widely studied in drowsiness monitoring. However, the raw EEG data is inherently noisy and redundant, which is neglected by existing works that just use single-channel EEG data or full-head channel EEG data for model training, resulting in limited performance of driver drowsiness detection. In this paper, we are the first to propose an Interpretability-guided Channel Selection (ICS) framework for the driver drowsiness detection task. Specifically, we design a two-stage training strategy to progressively select the key contributing channels with the guidance of interpretability. We first train a teacher network in the first stage using full-head channel EEG data. Then we apply the class activation mapping (CAM) to the trained teacher model to highlight the high-contributing EEG channels and further propose a channel voting scheme to select the top N contributing EEG channels. Finally, we train a student network with the selected channels of EEG data in the second stage for driver drowsiness detection. Experiments are designed on a public dataset, and the results demonstrate that our method is highly applicable and can significantly improve the performance of cross-subject driver drowsiness detection.","{'operator type': ['driver'], 'data acquisition methods': ['eeg']}",5,5
Unsupervised Patterns of Driver Mental Fatigue State Based on Head Posture Using Gaussian Mixture Model,"Monitoring and interpreting of the Driver behaviour is a challenging area of research as the driver behaves unpredictably under the influence of factors such as fatigue, drowsiness, inattention, weather, traffic, and roads variations. In the studies reported in the literature, the activities of the driver are monitored through longitudinal and lateral behaviours using physiological characteristics and computer vision. However, an effective method to understand and monitor the sudden changes in the postural behaviour of the driver leading to catastrophic conditions is still outstanding. Towards developing such method, the driver head posture under different driving states is monitored in this study using inertial sensors. The data produced by the sensors is modelled using Gaussian Mixture unsupervised clustering approach. The experiments were conducted on a total of 10 young healthy subjects on MATHWORKS driver-in-loop simulator, interfaced with a virtual environment designed in Unreal Engine studio. A criteria of minimum abundance range between 0.5-1% is deployed to identify the most optimum clusters. The information contained in the clusters are analyzed to find the maximum magnitude and standard deviation of each cluster and then organized in descending order for assignment the symbols. Finally, the patterns of each driver state are validated. The results indicate that the proposed approach is effective in identifying the driver state in an unsupervised manner. Moreover, the patterns identified can be deployed in a smart early intervention system to correct the mistakes made during driving. The limitations of the current work and directions for future work are discussed.","{'operator type': ['driver'], 'data acquisition methods': ['behavioral', 'equipment-based']}",7,6
IR-UWB Radar Based Near-Field Intentional Eyelid Movement Sensing Under Fixed Head and Body Motions,"In this paper, we introduce a method for sensing intentional eyelid movement using an impulse radio ultra-wideband (IR-UWB) radar. Since it is the first step of the study, we assume that eyes are in the near-field and all the motions, except eyelid movement, are fixed. The measurement of eyelid movement can be utilized in a human computer interface or for the recognition of a driver's drowsiness. If the eyelids move up or down, the amplitude and frequency of radar signals change. We can observe these changes in a three-dimensional graph of raw radar data. Intentional eyelid movements produce some peaks or nulls on the graph. We used two methods to analyze the patterns of eyelid movement. Both methods involve fast Fourier transform (FFT) and exploit a pulse Doppler processing technique of radar signals. Thus, we can calculate the frequency of intentional eyelid movement using these methods. The calculated frequency corresponds to the number of peaks in the raw radar graph.","{'operator type': ['driver'], 'data acquisition methods': ['ir-uwb radar']}",9,8
Detection of Driver Drowsiness Using 3D Deep Neural Network and Semi-Supervised Gradient Boosting Machine,"Detecting drowsiness of the driver with a reliable and confident manner is a challenging task since it requires accurate monitoring of facial behavior such as eye-closure, nodding and yawning. It is even harder to deal with it when she wears sunglasses or scarf, appearing in the data set given for this challenge. One of the popular ways to analyze facial behavior has been using standard face models such as active shape model or active appearance model. These models work well for the frontal faces and yet often stumble for the extreme head pose cases. To handle these issues, we propose an approach based on recent machine learning techniques: first, 3D convolutional neural network to extract features in spatial-temporal domain; secondly, gradient boosting for drowsiness classification; thirdly, semi-supervised learning to enhance overall performance. The highest score from our submissions was 87.46% accuracy, suggesting that this approach has a potential for real application.","{'operator type': ['driver'], 'data acquisition methods': ['behavioral data acquisition']}",7,6
Real-time assessment of daytime sleepiness in drivers with multiple sclerosis,"Background: Daytime sleepiness is a common symptom of multiple sclerosis (MS) that may jeopardize safe driving. Our aim was to compare daytime sleepiness, recorded in real-time through eyelid tracking, in a simulated drive between individuals with MS (iwMS) and healthy controls.Methods: Fifteen iwMS (age = median (Q1 - Q3), 55 (50 - 55); EDSS = 2.5 (2 - 3.5); 12 (80%) female) were matched for age, sex, education, and cognitive status with 15 controls. Participants completed self-reported fatigue and sleepiness scales including the Modified Fatigue Impact Scale (MFIS), Pittsburg Sleep Quality Inventory (PSQI), and Epworth Sleepiness Scale (ESS). Percentage of eyelid closure (PERCLOS) was extracted from a remote eye tracker while completing a simulated drive of 25 min.Results: Although iwMS reported more symptoms of fatigue (MFIS, p = 0.003) and poorer sleep quality (PSQI, p = 0.008), they did not report more daytime sleepiness (ESS, p = 0.45). Likewise, there were no differences between groups in real-time daytime sleepiness, indexed by PERCLOS = 0.82). Both groups exhibited more real-time daytime sleepiness as they progressed through the drive (time effect, p < 0.0001). The interaction effect of group*time = 0.05) demonstrated increased symptoms of daytime sleepiness towards the end of the drive in iwMS compared to controls. PERCLOS correlated strongly (Spearman p = 0.76, p = 0.001) with distance out of lane in iwMS.Conclusion: IwMS show exacerbated symptoms of daytime sleepiness during a monotonous, simulate drive. Future studies should investigate the effect of MS on daytime sleepiness during real-world driving.","{'operator type': ['driver'], 'data acquisition methods': ['eyelid tracking']}",5,5
A real-time software framework for driver monitoring systems: software architecture and use cases,"The presence of Advanced Driver Assistance Systems (ADAS) in modern vehicles has become a reality in recent years, enhancing the comfort and safety of drivers and road users. In the track to achieve full autonomous driving it is vital to include Driver Monitoring Systems (DMS) as part of the automation set of systems to assure possible hand-over/hand-back actions. The development of DMS usually involve the integration of different computer vision and deep learning components. In this work we present a modular approach for rapid prototyping of DMS by defining atomic processing units (i.e. Analyzers) and the interface (i.e. Measures) between these units. This approach allows the definition of a network of Analyzers which can be easily interconnected in pipelines to perform specific DMS tasks (drowsiness, distraction, identity recognition). A key advantage of our approach is that a single step can be re-used for multiple DMS functionalities without the need to double computational resources. In addition, it is possible to test and validate different methods that share the same interfaces and produce the same measures. Therefore, it is easy to switch between different algorithms in a pipeline. The distributed processing capabilities of the resulting DMS architectures obtained from the proposed framework allow the generation of parallel processes in specialized hardware (i.e. Multi-core CPU and GPU boards) with a positive impact on real-time performance. Our DMS framework is compatible with RTMaps automotive-level platform for real-time multi-sensor data processing and the interfaces are compliant with the ASAM OpenLABEL concept paper by using VCD description format.","{'operator type': ['driver'], 'data acquisition methods': ['none']}",8,6
Bus Drivers Fatigue Measurement Based on Monopolar EEG,"When people are tired, their conscious activities are sluggish and slow brainwaves predominant in their brains. More specifically speaking, the health of a human body may be affected, and chances of accident may arise due to the lowering of ones' alertness as a result of the reduction of activity in cerebral cortex. In this study, by means of a portable electroencephalograph machine and brain-computer interface, the brainwave of bus drivers were measured for their fatigue quality. The results indicated that through the empirical formula proposed, we were able to measure people's fatigue state with a result comparable to sophisticated medical instrument.","{'operator type': ['driver'], 'data acquisition methods': ['eeg']}",7,6
