title,abstract,correlations
Design of a Fatigue Detection System for High-Speed Trains Based on Driver Vigilance Using a Wireless Wearable EEG,"The vigilance of the driver is important for railway safety, despite not being included in the safety management system (SMS) for high-speed train safety. In this paper, a novel fatigue detection system for high-speed train safety based on monitoring train driver vigilance using a wireless wearable electroencephalograph (EEG) is presented. This system is designed to detect whether the driver is drowsiness. The proposed system consists of three main parts: (1) a wireless wearable EEG collection; (2) train driver vigilance detection; and (3) early warning device for train driver. In the first part, an 8-channel wireless wearable brain-computer interface (BCI) device acquires the locomotive driver's brain EEG signal comfortably under high-speed train-driving conditions. The recorded data are transmitted to a personal computer (PC) via Bluetooth. In the second step, a support vector machine (SVM) classification algorithm is implemented to determine the vigilance level using the Fast Fourier transform (FFT) to extract the EEG power spectrum density (PSD). In addition, an early warning device begins to work if fatigue is detected. The simulation and test results demonstrate the feasibility of the proposed fatigue detection system for high-speed train safety.",1
The Tayside children's sleep questionnaire: a simple tool to evaluate sleep problems in young children,"Background Behavioural sleep problems in young children are relatively common with between 20% and 40% of those aged 1 to 5 years being affected. This paper describes the development of a simple questionnaire to assess disorders of initiating and maintaining sleep (DIMS) in children aged between 1 and 5 years for use as a selection tool for research purposes or as a screening instrument in primary care.Methods A subsection of the Sleep Disturbance Scale for Children was adapted and piloted with a small sample of children in two inner city GP practices (n = 81). Face and content validity were initially established by expert review. Discriminant validity was assessed qualitatively using interviews with mothers of identified cases and non-cases. The validity of the cut-off score was assessed by blinded case note reviews off known cases; inter-rater reliability was also calculated. Following modifications, the final questionnaire was posted to a representative sample of parents across the region with children in the appropriate age band (n = 1023). Internal reliability was assessed using Cronbach's alpha and factor analysis was undertaken to identify significant factors within the questionnaire.Results The response rate to the population questionnaire was 61.5% (n=628) with 218 of the children having sleep scores that were indicative of DIMS (35%), echoing other figures reported in the literature. There was good internal consistency for the items (Cronbach's alpha = 0.85) with two main factors accounting for 58% of the variance.Conclusion The Tayside Children's Sleep Questionnaire (TCSQ) is an easy-to-read and reliable tool that could be used both as a clinical and research instrument to assess the severity and prevalence of DIMS in young children.",0
Fatigue Crack Detection in Aircraft Riveted Panels using Frequency/Phase Analysis of Lamb Waves,"Aircraft designers, manufacturers and operators face many challenges related to maintenance in the near future. Existing ageing aircraft structures already require a significant maintenance effort. The application of new materials and wider use of damage-tolerant concepts in new aircraft will also require reliable damage monitoring for quality control, with regular periodic inspections to maintain the safe life.Over recent years, a number of new technologies have evolved with the potential for health monitoring of aerospace structures. Lamb wave inspection is the most widely used damage detection technique based on guided ultrasonic waves, i.e. ultrasonic waves propagating in bounded media. The majority of current signal processing techniques used for the analysis of Lamb wave responses rely on amplitudes and/or mode conversion. The paper explores the correlation characteristics of Lamb waves at progressing damage stages. Signal parameters used for damage detection are applied to Lamb wave data obtained from an aerospace riveted panel to detect fatigue cracks. The results demonstrate good sensitivity of the method to small fatigue cracks.",0
Wearable Mobile-Based Emotional Response-Monitoring System for Drivers,"Negative emotional responses are a growing problem among drivers, particularly in countries with heavy traffic, and may lead to serious accidents on the road. Measuring stress-and fatigue-induced emotional responses by means of a wireless, wearable system would be useful for potentially averting roadway tragedies. The focus of this study was to develop and verify an emotional response-monitoring paradigm for drivers, derived from electromyography signals of the upper trapezius muscle, photoplethysmography signals of the earlobe, as well as inertialmotion sensing of the head movement. The relevant sensors were connected to a microcontroller unit equipped with a Bluetooth-enabled low-energy module, which allows the transmission of those sensor readings to a mobile device in real time. A mobile device application was then used to extract the data from the sensors and to determine the driver's current emotion status, via a trained support vector machine (SVM). The emotional response paradigm, tested in ten subjects, consisted of 10 min baseline, 5 min prestimulus, and 5 min poststimulus measurements. Emotional responses were categorized into three classes: relaxed, stressed, and fatigued. The analysis integrated a total of 36 features to train the SVM model, and the final stimulus results revealed a high accuracy rate (99.52%). The proposed wearable system could be applied to an intelligent driver's safety alert system, to use those emotional responses to prevent accidents affecting themselves and/or other innocent victims.",1
Adaptive Frame-Aware Network for Driver Monitoring Systems,"Driver monitoring systems (DMS) are crucial for enhancing road safety by detecting driver behaviors and states such as drowsiness, distraction, and other potentially hazardous actions. In this research, we propose a novel approach using Adaptive Frame Aware Network (AFAN) for sequence classification in driver monitoring. Our model leverages frame embedding, adaptive attention, and sequence classification to accurately classify driver behaviors. We evaluate our model on two distinct datasets, including sequences collected on a private test setup, demonstrating its effectiveness in diverse conditions. The results show significant improvements over existing methods, achieving up to more than twice faster inference time and up to 88% memory size reduction, highlighting the potential of AFAN for real-time driver monitoring applications.",1
"Personalised Health Behaviour Support Programme in Adults With Post-COVID Syndrome: A Randomised, Controlled Pilot Feasibility Trial","BackgroundWe investigated whether a novel 8-week personalised health behaviour support programme, focusing on the stability of symptoms and strategies to improve activities of daily living, was feasible and acceptable in adults with post-COVID syndrome.MethodsIn this randomised, controlled, pilot feasibility trial, 32 adults with post-COVID syndrome (continued symptoms for >= 12 weeks) were randomised 1:1 to receive personalised health behaviour support (self-reported physical activity and symptom diaries, plus seven one-to-one remotely delivered personalised self-management support sessions), once weekly for 8-weeks, or usual care (referral to online 'your COVID-19 recovery' programme). The primary outcome was the feasibility of recruiting and randomising adults with post-COVID syndrome. The secondary outcomes were to assess the acceptability and safety of the intervention and various outcome measures.ResultsOf the 48 adults who expressed interest in the study, 32 (67%) were eligible and completed the baseline assessment. All 32 adults were willing to be randomised to either the personalised health behaviour support programme (n = 17) or usual care (n = 15) and 27 (age: 45 +/- 12 years) adults completed follow-up at 9 weeks. The intervention was deemed feasible, with high adherence (92% and 94% completion rates for the physical activity and symptom diaries, respectively) and excellent acceptability rates (94% 'liked the intervention a lot'). The intervention was deemed safe, with no symptom exacerbations reported.ConclusionAn 8-week personalised health behaviour support programme was feasible for adults with post-COVID syndrome, with good adherence and acceptability rates. Early pilot data from this small sample also suggests meaningful improvements in physical activity, fatigue and respiratory symptoms.Patient or Public ContributionPeople living with post-COVID syndrome were involved from the outset with the study design, review of study documentation and interpretation of the data following completion. Furthermore, several participants have supported the local dissemination of findings following the completion of the study.",0
A dynamic simulator for the ergonomics evaluation of powered torque tools for human assembly,"Purpose - The purpose of this study is to design and develop a testing device to simulate interaction between human hand-arm dynamics, right-angle (RA) computer-controlled power torque tools and joint-tightening task-related variables.Design/methodology/approach - The testing rig can simulate a variety of tools, tasks and operator conditions. The device includes custom data-acquisition electronics and graphical user interface-based software. The simulation of the human hand-arm dynamics is based on the rig's four-bar mechanism-based design and mechanical components that provide adjustable stiffness (via pneumatic cylinder) and mass (via plates) and non-adjustable damping. The stiffness and mass values used are based on an experimentally validated hand-arm model that includes a database of model parameters. This database is with respect to gender and working posture, corresponding to experienced tool operators from a prior study.Findings - The rig measures tool handle force and displacement responses simultaneously. Peak force and displacement coefficients of determination (R2) between rig estimations and human testing measurements were 0.98 and 0.85, respectively, for the same set of tools, tasks and operator conditions. The rig also provides predicted tool operator acceptability ratings, using a data set from a prior study of discomfort in experienced operators during torque tool use.Research limitations/implications - Deviations from linearity may influence handle force and displacement measurements. Stiction (Coulomb friction) in the overall rig, as well as in the air cylinder piston, is neglected. The rig's mechanical damping is not adjustable, despite the fact that human hand-arm damping varies with respect to gender and working posture. Deviations from these assumptions may affect the correlation of the handle force and displacement measurements with those of human testing for the same tool, task and operator conditions.Practical implications - This test rig will allow the rapid assessment of the ergonomic performance of DC torque tools, saving considerable time in lineside applications and reducing the risk of worker injury. DC torque tools are an extremely effective way of increasing production rate and improving torque accuracy. Being a complex dynamic system, however, the performance of DC torque tools varies in each application. Changes in worker mass, damping and stiffness, as well as joint stiffness and tool program, make each application unique. This test rig models all of these factors and allows quick assessment.Social implications - The use of this tool test rig will help to identify and understand risk factors that contribute to musculoskeletal disorders (MSDs) associated with the use of torque tools. Tool operators are subjected to large impulsive handle reaction forces, as joint torque builds up while tightening a fastener. Repeated exposure to such forces is associated with muscle soreness, fatigue and physical stress which are also risk factors for upper extremity injuries (MSDs; e.g. tendinosis, myofascial pain). Eccentric exercise exertions are known to cause damage to muscle tissue in untrained individuals and affect subsequent performance.Originality/value - The rig provides a novel means for quantitative, repeatable dynamic evaluation of RA powered torque tools and objective selection of tightening programs. Compared to current static tool assessment methods, dynamic testing provides a more realistic tool assessment relative to the tool operator's experience. This may lead to improvements in tool or controller design and reduction in associated musculoskeletal discomfort in operators.",0
A Review of Recent Developments in Driver Drowsiness Detection Systems,"Continuous advancements in computing technology and artificial intelligence in the past decade have led to improvements in driver monitoring systems. Numerous experimental studies have collected real driver drowsiness data and applied various artificial intelligence algorithms and feature combinations with the goal of significantly enhancing the performance of these systems in real-time. This paper presents an up-to-date review of the driver drowsiness detection systems implemented over the last decade. The paper illustrates and reviews recent systems using different measures to track and detect drowsiness. Each system falls under one of four possible categories, based on the information used. Each system presented in this paper is associated with a detailed description of the features, classification algorithms, and used datasets. In addition, an evaluation of these systems is presented, in terms of the final classification accuracy, sensitivity, and precision. Furthermore, the paper highlights the recent challenges in the area of driver drowsiness detection, discusses the practicality and reliability of each of the four system types, and presents some of the future trends in the field.",1
A pilot study on the feasibility and effectiveness of treadmill-based perturbations for assessing and improving walking stability in chronic obstructive pulmonary disease,"Background: Falls risk is elevated in chronic obstructive pulmonary disease (COPD). However, there is a lack of evidence regarding the contributing factors. Here, we examined the feasibility of, and initial responses to, large walking perturbations in COPD, as well as the adaptation potential of people with COPD to repeated walking perturbations that might indicate potential for perturbation-based balance training in COPD.Methods: 12 participants with COPD undergoing inpatient pulmonary rehabilitation and 12 age-gender-matched healthy control participants walked on an instrumented treadmill and experienced repeated treadmill-belt ac-celeration perturbations (leading to a forward balance loss). Three-dimensional motion capture was used to quantify the stability of participants body position during perturbed walking. Feasibility, stability following the initial perturbations and adaptation to repeated perturbations were assessed.Findings: Using perturbations in this manner was feasible in this population (no harness assists and participants completed the minimum number of perturbations). No clear, specific deficit in reactive walking stability in COPD was found (no significant effects of participant group on stability or recovery step outcomes). There were mixed results for the adaptability outcomes which overall indicated some adaptability to repeated perturbations, but not to the same extent as the healthy control participants.Interpretation: Treadmill-based perturbations during walking are feasible in COPD. COPD does not appear to result in significant deficits in stability following sudden perturbations and patients do demonstrate some adaptability to repeated perturbations. Perturbation-based balance training may be considered for fall prevention in research and practice in people with COPD.",0
Excessive Daytime Sleepiness as a Risk Factor for Obstructive Sleep Apnoea among Public Transport Drivers: A Cross-Sectional Study.,"Context: Excessive daytime sleepiness (EDS) due to obstructive sleep apnoea (OSA) is reported to be a major contributor to many road traffic accidents. Lack of awareness and diagnosis of OSA among public transport workers remains a threat to the society.Aims: The primary aim of this study was to assess the risk of OSA among transport drivers of south Kerala using modified Berlin questionnaire. The secondary objective included craniofacial assessment of the high-risk patients identified through the questionnaire using lateral cephalogram.Settings and Design: A cross-sectional study was conducted among 180 transport drivers of south Kerala.Methods and Material: Modified Berlin questionnaire and limited physical examination [body mass index (kg/m2), neck circumference (cm), waist circumference (cm), hip circumference and waist to hip ratio, blood pressure (mm Hg)] were recorded. The screened subjects were categorized as high-risk snorers and low-risk snorers based on modified Berlin questionnaire. Craniofacial morphological variations of high-risk group were assessed by lateral cephalograms.Statistical Analysis Used: The descriptive statistics were represented as mean and standard deviation and percentage. Inter-group comparison was performed with independent sample t test.Results: The study demonstrated 64.4% of subjects were non-snorers and 35.6% were snorers. Furthermore, among the snorers, 46.9% were identified as high-risk snorers, whereas the remaining 53.1% represented low-risk snorers.Conclusions: The study revealed the concealed risk of OSA among transport drivers could be screened through the questionnaires and demographics assessment. The application of the proposed screening protocol would triage and enhance safety of OSA affected transport drivers.",1
High-throughput behavioral phenotyping in the expanded panel of BXD recombinant inbred strains,"Genetic reference populations, particularly the BXD recombinant inbred (BXD RI) strains derived from C57BL/6J and DBA/2J mice, are a valuable resource for the discovery of the bio-molecular substrates and genetic drivers responsible for trait variation and covariation. This approach can be profitably applied in the analysis of susceptibility and mechanisms of drug and alcohol use disorders for which many predisposing behaviors may predict the occurrence and manifestation of increased preference for these substances. Many of these traits are modeled by common mouse behavioral assays, facilitating the detection of patterns and sources of genetic coregulation of predisposing phenotypes and substance consumption. Members of the Tennessee Mouse Genome Consortium (TMGC) have obtained phenotype data from over 250 measures related to multiple behavioral assays across several batteries: response to, and withdrawal from cocaine, 3,4-methylenedioxymethamphetamine; ecstasy (MDMA), morphine and alcohol; novelty seeking; behavioral despair and related neurological phenomena; pain sensitivity; stress sensitivity; anxiety; hyperactivity and sleep/wake cycles. All traits have been measured in both sexes in approximately 70 strains of the recently expanded panel of BXD RI strains. Sex differences and heritability estimates were obtained for each trait, and a comparison of early (N = 32) and recent (N = 37) BXD RI lines was performed. Primary data are publicly available for heritability, sex difference and genetic analyses using the MouseTrack database, and are also available in GeneNetwork.org for quantitative trait locus (QTL) detection and genetic analysis of gene expression. Together with the results of related studies, these data form a public resource for integrative systems genetic analysis of neurobehavioral traits.",0
Contact Versus Noncontact Detection of Driver's Drowsiness,"With an estimated number of injuries in the millions, accidents caused due to drowsy driving remain a significant source of financial costs and loss of life. Accurate detection of driver's drowsiness could provide a clear avenue towards eliminating a great majority of the associated accidents and losses. Existing research on the subject could be defined as either contact-based or noncontact-based alertness detection. This paper utilizes a novel multimodal driver's alertness dataset consisting of 45 subjects via seven recorded channels, including four contact-based and three noncontact-based channels, to investigate the performance of said modalities in detecting driver's drowsiness as well as provide a novel comparison between the results of multiple contact and noncontact methods. Our results highlight the viability of noncontact methods to detect driver's drowsiness as an implementable technology in automobiles.",1
Napping on the Night Shift: A Two-Hospital Implementation Project,"Background: Nurses who work the night shift often experience high levels of sleepiness. Napping has been adopted as an effective countermeasure to sleepiness and fatigue in other safety-sensitive industries, but has not had widespread acceptance in nursing.Purpose: To assess the barriers to successful implementation of night-shift naps and to describe the nap experiences of night-shift nurses who took naps.Methods: In this two-hospital pilot implementation project, napping on the night shift was offered to six nursing units for which the executive nursing leadership had given approval. Unit nurse managers' approval was sought, and where granted, further explanation was given to the unit's staff nurses. A nap experience form, which included the Karolinska Sleepiness Scale, was used to assess pre-nap sleepiness level, nap duration and perceived sleep experience, post-nap sleep inertia, and the perceived helpfulness of the nap. Nurse managers and staff nurses were also interviewed at the end of the three-month study period.Results: Successful implementation occurred on only one of the six units, with partial success seen on a second unit. Barriers primarily occurred at the point of seeking the unit nurse managers' approval. On the successful unit, 153 30-minutes naps were taken during the study period. A high level of sleepiness was present at the beginning of 44% of the naps. For more than half the naps, nurses reported achieving either light (43%) or deep (14%) sleep. Sleep inertia was rare. The average score of helpfulness of napping was high (7.3 on a 1-to-10 scale). Nurses who napped reported being less drowsy while driving home after their shift.Conclusion: These data suggest that when barriers to napping are overcome, napping on the night shift is feasible and can reduce nurses' workplace sleepiness and drowsy driving on the way home. Addressing nurse managers' perceptions of and concerns about napping may be essential to successful implementation.",0
The Healthy Lifestyle Habits Screening Questionnaire: A pilot study in the Canary Islands,"Objective: This study aimed to assess the validity and reliability of a self-administered screening questionnaire to detect deficiencies in the health habits of the adult population of the Canary Islands (Spain).Design: The questionnaire initially included 30 items based on previous questionnaires and following the recommendations of the World Health Organization about healthy and unhealthy diet, screen time, physical activity, and sleep habits. It also included a section related to hygiene due to the importance that hygienic habits have in people's health.Setting: The questionnaire was self-administered online.Participants: Data was collected from 401 participants from the Canary Islands (age range: 18-73 years) who volunteered to fill in the questionnaire online.Results: The questionnaire revealed adequate overall reliability indexes (Cronbach's alpha > .70, Mcdonald's omega >.70), and construct validity. Hierarchical linear regression analysis revealed age, sex, and income to be significantly (p <.05) related to adults' health lifestyle habits in our population, sex and age explaining the majority of the variance. However, education and incomes were found non-significant (p >.05) when education was introduced into the model. Those results pointed out that older people and women show healthier lifestyle habits.Conclusion: The questionnaire proved to be a brief, reliable, and valid tool to assess health lifestyle habits in adults in the Canary Islands. Furthermore, results pointed out that in future intervention studies with children, variables such as adults' sex, age, and, to a lesser extent, monthly income should be taken into consideration. (c) 2022 SEEN y SED. Published by Elsevier Espana, S.L.U. All rights reserved.",0
Internet of medical things for smart D3S to enable road safety,"It has been seen that most of the accidents occur due to driver's fatigue. Drowsiness is a state of mind before the driver falls asleep, which means the driver could not accomplish his actions, such as vehicular braking, controlling vehicular motion, properly. We have built an Internet of things-based medical application to analyze driver's drowsiness. An architecture has been proposed and a simulation of that scenario in NS3 WSN simulation tool has been done. This simulation shows that the ratio of accidents can be majorly reduced. When drowsiness of drivers is captured, a message alert is delivered to all other drivers of the vehicles that are near to the sleeping driver; for this, different sensor nodes are used. Another unique feature of the sensor network used here is the collaborative effect of sensor nodes. So for measurement and analysis of applications on Google Play, a dataset of the medical applications category was scraped. The scraping was done with 550 applications of each category of medical applications. On each application on Google Play store, almost 70 attributes for each category were scraped. It is envisioned that, in future, wireless sensor networks will be an integral part of our lives, more so than the present-day personal computers.",1
"Comparison of cognitive behaviour therapy versus activity management, both delivered remotely, to treat paediatric chronic fatigue syndrome/myalgic encephalomyelitis: the UK FITNET-NHS RCT","Design: Parallel-group randomised controlled trial. Methods: Participants:Adolescents aged 11-17 years, diagnosed with myalgic encephalomyelitis/chronic fatigue syndrome and with no local specialist treatment centre, were referred to a specialist service in South West England. Interventions:Fatigue In Teenagers on the interNET in the National Health Service is a web-based myalgic encephalomyelitis/chronic fatigue syndrome-focused cognitive-behavioural therapy programme for adolescents, supported by individualised written, asynchronous electronic consultations with a clinical psychologist/cognitive-behavioural therapy practitioner. The comparator was videocall-delivered activity management with a myalgic encephalomyelitis/chronic fatigue syndrome clinician. Both treatments were intended to last 6 months. Objectives:Estimate the effectiveness of Fatigue In Teenagers on the interNET in the National Health Service compared to Activity Management for paediatric myalgic encephalomyelitis/chronic fatigue syndrome. Estimate the effectiveness of Fatigue In Teenagers on the interNET in the National Health Service compared to Activity Management for those with mild/moderate comorbid mood disorders. From a National Health Service perspective, estimate the cost-effectiveness of Fatigue In Teenagers on the interNET in the National Health Service compared to Activity Management over a 12-month horizon.Primary Outcome:36-item Short Form Health Survey Physical Function subscale at 6 months post randomisation.Randomisation:Web-based, using minimisation with a random component to balance allocated groups by age and gender.Blinding:While the investigators were blinded to group assignment, this was not possible for participants, parents/carers and therapists.Results: The treatment of 314 adolescents was randomly allocated, 155 to Fatigue In Teenagers on the interNET in the National Health Service. Mean age was 14 years old and 63% were female.Primary outcome: At 6 months, participants allocated to Fatigue In Teenagers on the interNET in the National Health Service were more likely to have improved physical function (mean 60.5, standard deviation 29.5, n = 127) compared to Activity Management (mean 50.3, standard deviation 26.5, n = 138). The mean difference was 8.2 (95% confidence interval 2.7 to 13.6, p = 0.003). The result was similar for participants meeting the National Institute for Health and Care Excellence 2021 diagnostic criteria.Secondary outcomes: Fatigue In Teenagers on the interNET in the National Health Service participants attended, on average, half a day more school per week at 6 months than those allocated Activity Management, and this difference was maintained at 12 months. There was no strong evidence that comorbid mood disorder impacted upon the relative effectiveness of the two interventions. Similar improvement was seen in the two groups for pain and the Clinical Global Impression scale, with a mixed picture for fatigue. Both groups continued to improve, and no clear difference in physical function remained at 12 months [difference in means 4.4 (95% confidence interval -1.7 to 10.5)].One or more of the pre-defined measures of a worsening condition in participants during treatment, combining therapist and patient reports, were met by 39 (25%) participants in the Fatigue In Teenagers on the interNET in the National Health Service group and 42 (26%) participants in the Activity Management group.A small gain was observed for the Fatigue In Teenagers on the interNET in the National Health Service group compared to Activity Management in quality-adjusted life-years (0.002, 95% confidence interval -0.041 to 0.045). From an National Health Service perspective, the costs were 1047.51 pound greater in the Fatigue In Teenagers on the interNET in the National Health Service group (95% confidence interval 624.61 pound to 1470.41) pound. At a base cost-effectiveness threshold of 20,000 pound per quality-adjusted life-year, the incremental cost-effectiveness ratio was 457,721 pound with incremental net benefit of -1001 pound (95% confidence interval -2041 pound to 38) pound. Conclusion: At 6 months post randomisation, compared with Activity Management, Fatigue In Teenagers on the interNET in the National Health Service improved physical function and school attendance. The additional cost of Fatigue In Teenagers on the interNET in the National Health Service and limited sustained impact mean it is unlikely to be cost-effective. Trial registration: This trial is registered as ISRCTN18020851 .Funding: This award was funded by the National Institute for Health and Care Research (NIHR) Health Technology Assessment programme (NIHR award ref: 14/192/109) and is published in full in Health Technology Assessment; Vol. 28, No. 70. See the NIHR Funding and Awards website for further award information.",0
"The effects of 37 hours of continuous wakefulness on the physiological arousal, cognitive performance, self-reported mood, and simulator flight performance of F-117A pilots","Pilot fatigue poses a serious threat to operational safety, but understanding the nature of the problem and the times at which pilots are most at risk will facilitate operationally relevant fatigue-management strategies. This investigation sought to address these issues in a controlled investigation of the impact of sustained wakefulness on Air Force aviators. Ten current and qualified F-I 17 pilots completed the Multi-Attribute Task Battery (MATB), the Profile of Mood States (POMS), a resting eyes-open and eyes-closed EEG, and a standardized flight evaluation in an F-117 flight simulator at 5-hr intervals during the final 23 hours of a 37-hr period of continuous wakefulness. Results indicated significant decrements in mood, cognition, central nervous system activation, and flight skills began to occur in the predawn hours during a night without sleep. However, the most serious operationally relevant decrements appeared at approximately 0700 (after 25 hours without sleep) and persisted throughout the remainder of the deprivation period. The decrements suggested in the real world crew coordination likely will decline, information processing will become impaired, and a wide array of basic capabilities will be degraded as a result of compromised vigilance, poor situational awareness, and sluggish reaction time. Even the well-practiced flight skills of experienced pilots are clearly susceptible to the insidious effects of sleep loss. These quantified effects of untreated sleep deprivation will provide a baseline against which promising fatigue countermeasures can be assessed.",1
Treating Electrical and Biopotential Artifacts in an EEG Pilot Study Experiment,"With the increase in life expectancy, as well as in the performance and complexity of healthcare systems, the need for fast and accurate information has also grown. EEG devices have become more accessible and necessary in clinical practice. In daily activity, artifacts are ubiquitous in EEG signals. They arise from: environmental, experimental and physiological factors, degrade signal quality and render the affected part of the signal useless. This paper proposes an artifact cleaning pipeline including filters and algorithms to streamline the analysis process. Moreover, to better characterize and discriminate artifacts from useful EEG data, additional physiological signals and video data are used, which are correlated with subject's behavior. We quantify the performance reached by Peak Signalto-Noise Ratio and clinical visual inspection. The entire research and data collection took place in the laboratories of XPERI Corporation.",0
An interval type-2 fuzzy SLIM approach to predict human error in maritime transportation,"The human factor is regarded as one of the most significant topics for sustainable maritime transportation since increasing shipping activities can pose potential hazards to human life, the environment, and commodity. The paper aims to assess the potential contribution of human errors in the maritime industry. Hence, Success Likelihood Index Method (SLIM) was employed by incorporating interval type-2 fuzzy sets (IT2FSs). While SLIM systematically estimates human error probability (HEP) for the designated task, IT2FS deals with subjectivity in the process of using experts' judgements. A loading operation onboard containership was investigated due to its considerable risks for the marine environment. Safety culture, experience, fatigue, and time limitation were observed as highly effective on crew performance. The obtained results indicate that the IT2FS-SLIM approach can effectively be applied for determining the vulnerabilities and critical human errors in the operational process. The paper is also intended to enhance safety control levels and minimize potential errors in maritime transportation.",0
Machine Learning Systems for Detecting Driver Drowsiness,"Drowsy driver detection is one of the potential applications of intelligent vehicle systems. Previous approaches to drowsiness detection primarily make pre-assumptions about the relevant behavior, focusing on blink rate, eye closure, and yawning. Here we employ machine learning to datamine actual human behavior during drowsiness episodes. Automatic classifiers for 30 facial actions from the Facial action coding system were developed using machine learning on a separate database of spontaneous expressions. These facial actions include blinking and yawn motions, as well as a number of other facial movements. These measures were passed to learning-based classifiers such as Adaboost and multinomial ridge regression. Head motion information was collected through automatic eye tracking and an accelerometer. The system was able to predict sleep and crash episodes on a simulator with 98% accuracy across subjects. It is the highest prediction rate reported to date for detecting drowsiness. Moreover, the analysis revealed new information about human facial behavior for drowsy drivers.",1
Robotic denudation of zygotes,"The vitrification technology is used in the embryo freezing process. To ensure intracellular water removal and avoid ice crystal formation, the cumulus cells surrounding zygotes need to be removed. As operators have varying skill and long-time fatigue, it is challenging to completely remove the cumulus cells surrounding zygotes and reduce zygote loss inside the micropipette. The objective of this work is to develop a robotic zygote denudation system for the vitrification procedure. The robotic system enables accurate segmentation of cumulus cells for estimating the mass of cumulus zygote complexes (CZCs) inside the micropipette via the Res-Unet neural network. A mathematical model was built to describe the dynamic motion of CZCs inside the micropipette, and a model-based optimal controller was developed to aspirate and deposit CZCs inside the micropipette. To denude zygote completely, the Res-Attention neural network was used to detect cumulus cells for predicting the quality of zygote denudation. In the mouse zygotes experiments, the yield rate is 98.2%+/- 1.6% and the denudation efficacy is 96.9%+/- 0.2% for the robotic system. Compared with manual denudation, the survival rate and development rate of embryos cultured from zygotes denuded by the robotic system were both higher in subsequent vitrification procedure.",0
Neural processing of biomedical data for improving driving safety,"Driving ability can be impaired by fatigue, drowsiness, drugs and alcohol, all of which have been implicated in causing road traffic accidents. Acute hypoglycaemia, which is the most common side effect of insulin therapy in individuals with diabetes, may also compromise driving skills. Other than by forbidding people to drive, the potential danger can be reduced by monitoring health and consciousness of drivers, by providing them with feedback on their conditions using, eventually, an emergency centre or biofeedback. In this paper, we propose the use of a signal processing system based on neural networks for system modelling and prediction. In particular, using neural networks we will reproduce the glucose temporal evolution without invasive technique for drivers, with the aim of preventing loss of consciousness while driving and hence improving road safety. Some illustrative trials will be shown in this regard. This research work is supported by the CTL Excellence Centre (Centro di Ricerca sul Trasporto e la Logistica) co-funded by the Italian Ministry of University, Education and Research and by the University of Rome La Sapienza.",0
Technological Evolution in the Swiss Bus Fleet from 1940 to 2022: An Inventory and Database for Research Applications,"(1) Background: A strategic approach to managing and evolving the bus fleet is essential for optimizing public transportation, improving service efficiency, meeting future demands, and incorporating environmentally friendly technologies. However, country-specific data on fleet composition and evolution are often lacking despite their importance in evaluating technological impacts on the environment, passenger comfort, and driver working conditions. This report describes the creation of the inventory of the Swiss bus fleet and analyzes technological developments in bus vehicles from 1940 to 2022. (2) Methods: We collected the data through a comprehensive mapping study and validated it with Swiss bus companies and experts from the Federal Office of Transport. Vehicle approval forms were used to extract technical data. Buses were sorted by brand and model. For each bus model, 58 technical characteristics were documented in a database. A latent class analysis (LCA) was conducted to classify the buses according to their technological characteristics. (3) Results: The inventory comprises 891 bus models, classified into four groups representing different generations. The predominance of thermal buses and the emergence of hybrid and electric buses since 2010 were noticed. (4) Conclusion: This inventory tracks bus technology evolution and highlights potential implications for driver occupational exposure and environmental impact assessment.",0
Sleeping for two: study protocol for a randomized controlled trial of cognitive behavioral therapy for insomnia in pregnant women,"Background Insomnia and sleep disturbances are common in pregnancy and have potentially significant consequences for both maternal and infant health. There is limited research examining the effectiveness of cognitive behavioral therapy for insomnia (CBT-I) during pregnancy. With increased distress and limited access to services during the COVID-19 pandemic, there is also an unprecedented need for telehealth delivery of treatment programs for pregnant women. The aims of this trial are to evaluate the impact of the Sleeping for Two adaptation of CBT-I in pregnancy (in-person or telehealth) versus treatment as usual (TAU) in reducing symptoms of insomnia (primary outcome), as well as increasing gestational length and reducing symptoms of depression (secondary outcomes).Methods A two-arm, single-blinded, parallel group randomized controlled trial (RCT) design with repeated measures will be used to evaluate the impact of CBT-I compared to TAU among a sample of 62 pregnant women, enrolled between 12 and 28 weeks of gestation, who self-identify as experiencing insomnia. Five weekly individual sessions of CBT-I will be delivered in person or via telehealth depending on physical distancing guidelines. Assessment of insomnia diagnosis by structured interview, self-reported insomnia symptom severity and sleep problems, and sleep quantity and quality as measured by a daily diary and actigraphy will occur at 12-28 weeks of pregnancy (T1), 1 week post-treatment (T2), and 6 months postpartum (T3).Discussion CBT-I delivered in pregnancy has the potential to reduce symptoms of insomnia and depression and could lead to reduced risk of preterm birth, all of which can minimize risk of negative maternal and child health and developmental consequences in the short (e.g., infant death) and long terms (e.g., developmental delays). This RCT builds on a successful open pilot trial conducted by our team and will provide further evaluation of a novel evidence-based treatment for pregnancy-related insomnia, which can be widely disseminated and used to treat individuals that are most in need of intervention. Findings will enhance understanding of pregnancy-related sleep problems, as well as means by which to improve the health and sleep of mothers and their children.",0
